Timestamp,Latitude,Longitude
5/2/2025 20:56,36.899.662,27.306.829
5/2/2025 20:57,36.899.654,27.306.751
5/2/2025 20:57,36.899.647,27.306.650
5/2/2025 20:57,36.899.643,27.306.551
5/2/2025 20:57,36.899.643,27.306.551
5/2/2025 20:57,36.899.628,27.306.263
5/2/2025 20:57,36.899.624,27.306.158
5/2/2025 20:57,36.899.616,27.306.076
5/2/2025 20:57,36.899.609,27.305.988
5/2/2025 20:57,36.899.609,27.305.988
5/2/2025 20:57,36.899.586,27.305.710
5/2/2025 20:57,36.899.578,27.305.626
5/2/2025 20:57,36.899.570,27.305.544
5/2/2025 20:57,36.899.570,27.305.544
5/2/2025 20:57,36.899.570,27.305.544
5/2/2025 20:57,36.899.551,27.305.202
5/2/2025 20:57,36.899.544,27.305.120
5/2/2025 20:57,36.899.536,27.305.035
5/2/2025 20:57,36.899.536,27.305.035
5/2/2025 20:57,36.899.525,27.304.789
5/2/2025 20:57,36.899.529,27.304.680
5/2/2025 20:57,36.899.525,27.304.609
5/2/2025 20:57,36.899.521,27.304.531
5/2/2025 20:57,36.899.521,27.304.531
5/2/2025 20:57,36.899.502,27.304.268
5/2/2025 20:57,36.899.498,27.304.176
5/2/2025 20:57,36.899.490,27.304.083
5/2/2025 20:57,36.899.487,27.303.997
5/2/2025 20:57,36.899.487,27.303.997
5/2/2025 20:57,36.899.475,27.303.772
5/2/2025 20:57,36.899.479,27.303.696
5/2/2025 20:57,36.899.471,27.303.619
5/2/2025 20:57,36.899.471,27.303.539
5/2/2025 20:57,36.899.471,27.303.539
5/2/2025 20:57,36.899.464,27.303.308
5/2/2025 20:57,36.899.460,27.303.226
5/2/2025 20:57,36.899.460,27.303.154
5/2/2025 20:57,36.899.452,27.303.072
5/2/2025 20:57,36.899.452,27.303.072
5/2/2025 20:57,36.899.433,27.302.851
5/2/2025 20:57,36.899.429,27.302.774
5/2/2025 20:57,36.899.422,27.302.692
5/2/2025 20:57,36.899.414,27.302.610
5/2/2025 20:57,36.899.414,27.302.610
5/2/2025 20:57,36.899.391,27.302.370
5/2/2025 20:57,36.899.387,27.302.303
5/2/2025 20:57,36.899.384,27.302.229
5/2/2025 20:57,36.899.376,27.302.153
5/2/2025 20:57,36.899.357,27.302.000
5/2/2025 20:57,36.899.349,27.301.922
5/2/2025 20:58,36.899.345,27.301.842
5/2/2025 20:58,36.899.338,27.301.762
5/2/2025 20:58,36.899.338,27.301.762
5/2/2025 20:58,36.899.319,27.301.527
5/2/2025 20:58,36.899.311,27.301.449
5/2/2025 20:58,36.899.300,27.301.369
5/2/2025 20:58,36.899.292,27.301.289
5/2/2025 20:58,36.899.292,27.301.289
5/2/2025 20:58,36.899.269,27.301.056
5/2/2025 20:58,36.899.261,27.300.980
5/2/2025 20:58,36.899.254,27.300.903
5/2/2025 20:58,36.899.246,27.300.829
5/2/2025 20:58,36.899.246,27.300.829
5/2/2025 20:58,36.899.227,27.300.613
5/2/2025 20:58,36.899.220,27.300.535
5/2/2025 20:58,36.899.216,27.300.463
5/2/2025 20:58,36.899.208,27.300.390
5/2/2025 20:58,36.899.208,27.300.390
5/2/2025 20:58,36.899.193,27.300.171
5/2/2025 20:58,36.899.185,27.300.100
5/2/2025 20:58,36.899.181,27.300.026
5/2/2025 20:58,36.899.174,27.299.953
5/2/2025 20:58,36.899.174,27.299.953
5/2/2025 20:58,36.899.158,27.299.740
5/2/2025 20:58,36.899.158,27.299.673
5/2/2025 20:58,36.899.155,27.299.597
5/2/2025 20:58,36.899.147,27.299.524
5/2/2025 20:58,36.899.147,27.299.524
5/2/2025 20:58,36.899.132,27.299.314
5/2/2025 20:58,36.899.124,27.299.244
5/2/2025 20:58,36.899.124,27.299.173
5/2/2025 20:58,36.899.124,27.299.173
5/2/2025 20:58,36.899.105,27.298.965
5/2/2025 20:58,36.899.101,27.298.893
5/2/2025 20:58,36.899.090,27.298.824
5/2/2025 20:58,36.899.082,27.298.752
5/2/2025 20:58,36.899.082,27.298.752
5/2/2025 20:58,36.899.067,27.298.546
5/2/2025 20:58,36.899.063,27.298.477
5/2/2025 20:58,36.899.055,27.298.407
5/2/2025 20:58,36.899.052,27.298.338
5/2/2025 20:58,36.899.052,27.298.338
5/2/2025 20:58,36.899.033,27.298.134
5/2/2025 20:58,36.899.025,27.298.067
5/2/2025 20:58,36.899.021,27.298.002
5/2/2025 20:58,36.899.010,27.297.934
5/2/2025 20:58,36.899.010,27.297.934
5/2/2025 20:58,36.898.987,27.297.728
5/2/2025 20:58,36.898.983,27.297.663
5/2/2025 20:58,36.898.975,27.297.596
5/2/2025 20:59,36.898.972,27.297.531
5/2/2025 20:59,36.898.972,27.297.531
5/2/2025 20:59,36.898.952,27.297.318
5/2/2025 20:59,36.898.945,27.297.255
5/2/2025 20:59,36.898.945,27.297.186
5/2/2025 20:59,36.898.945,27.297.186
5/2/2025 20:59,36.898.918,27.296.982
5/2/2025 20:59,36.898.914,27.296.917
5/2/2025 20:59,36.898.903,27.296.844
5/2/2025 20:59,36.898.899,27.296.776
5/2/2025 20:59,36.898.899,27.296.776
5/2/2025 20:59,36.898.899,27.296.776
5/2/2025 20:59,36.898.869,27.296.494
5/2/2025 20:59,36.898.857,27.296.423
5/2/2025 20:59,36.898.849,27.296.352
5/2/2025 20:59,36.898.849,27.296.352
5/2/2025 20:59,36.898.823,27.296.143
5/2/2025 20:59,36.898.815,27.296.074
5/2/2025 20:59,36.898.808,27.296.007
5/2/2025 20:59,36.898.796,27.295.940
5/2/2025 20:59,36.898.796,27.295.940
5/2/2025 20:59,36.898.777,27.295.740
5/2/2025 20:59,36.898.769,27.295.671
5/2/2025 20:59,36.898.762,27.295.605
5/2/2025 20:59,36.898.754,27.295.538
5/2/2025 20:59,36.898.754,27.295.538
5/2/2025 20:59,36.898.727,27.295.345
5/2/2025 20:59,36.898.724,27.295.280
5/2/2025 20:59,36.898.712,27.295.214
5/2/2025 20:59,36.898.708,27.295.151
5/2/2025 20:59,36.898.708,27.295.151
5/2/2025 20:59,36.898.697,27.294.954
5/2/2025 20:59,36.898.697,27.294.891
5/2/2025 20:59,36.898.697,27.294.828
5/2/2025 20:59,36.898.689,27.294.769
5/2/2025 20:59,36.898.685,27.294.651
5/2/2025 20:59,36.898.685,27.294.590
5/2/2025 20:59,36.898.685,27.294.531
5/2/2025 20:59,36.898.689,27.294.470
5/2/2025 20:59,36.898.689,27.294.470
5/2/2025 20:59,36.898.697,27.294.296
5/2/2025 20:59,36.898.701,27.294.239
5/2/2025 20:59,36.898.705,27.294.184
5/2/2025 20:59,36.898.712,27.294.128
5/2/2025 20:59,36.898.712,27.294.128
5/2/2025 20:59,36.898.735,27.293.968
5/2/2025 20:59,36.898.739,27.293.911
5/2/2025 20:59,36.898.746,27.293.854
5/2/2025 20:59,36.898.754,27.293.802
5/2/2025 20:59,36.898.754,27.293.802
5/2/2025 21:00,36.898.781,27.293.640
5/2/2025 21:00,36.898.785,27.293.587
5/2/2025 21:00,36.898.792,27.293.533
5/2/2025 21:00,36.898.800,27.293.482
5/2/2025 21:00,36.898.800,27.293.482
5/2/2025 21:00,36.898.823,27.293.331
5/2/2025 21:00,36.898.834,27.293.285
5/2/2025 21:00,36.898.842,27.293.232
5/2/2025 21:00,36.898.849,27.293.186
5/2/2025 21:00,36.898.849,27.293.186
5/2/2025 21:00,36.898.880,27.293.049
5/2/2025 21:00,36.898.888,27.292.997
5/2/2025 21:00,36.898.899,27.292.953
5/2/2025 21:00,36.898.911,27.292.908
5/2/2025 21:00,36.898.911,27.292.908
5/2/2025 21:00,36.898.945,27.292.763
5/2/2025 21:00,36.898.956,27.292.723
5/2/2025 21:00,36.898.972,27.292.681
5/2/2025 21:00,36.898.983,27.292.641
5/2/2025 21:00,36.898.983,27.292.641
5/2/2025 21:00,36.899.021,27.292.509
5/2/2025 21:00,36.899.036,27.292.463
5/2/2025 21:00,36.899.052,27.292.418
5/2/2025 21:00,36.899.063,27.292.374
5/2/2025 21:00,36.899.063,27.292.374
5/2/2025 21:00,36.899.105,27.292.242
5/2/2025 21:00,36.899.120,27.292.194
5/2/2025 21:00,36.899.136,27.292.149
5/2/2025 21:00,36.899.136,27.292.149
5/2/2025 21:00,36.899.181,27.292.027
5/2/2025 21:00,36.899.200,27.291.990
5/2/2025 21:00,36.899.220,27.291.950
5/2/2025 21:00,36.899.235,27.291.904
5/2/2025 21:00,36.899.235,27.291.904
5/2/2025 21:00,36.899.292,27.291.796
5/2/2025 21:00,36.899.307,27.291.763
5/2/2025 21:00,36.899.330,27.291.727
5/2/2025 21:00,36.899.353,27.291.691
5/2/2025 21:00,36.899.353,27.291.691
5/2/2025 21:00,36.899.403,27.291.578
5/2/2025 21:00,36.899.422,27.291.542
5/2/2025 21:00,36.899.437,27.291.504
5/2/2025 21:00,36.899.452,27.291.468
5/2/2025 21:00,36.899.452,27.291.468
5/2/2025 21:00,36.899.487,27.291.367
5/2/2025 21:00,36.899.502,27.291.338
5/2/2025 21:00,36.899.513,27.291.307
5/2/2025 21:00,36.899.529,27.291.275
5/2/2025 21:00,36.899.529,27.291.275
5/2/2025 21:00,36.899.567,27.291.187
5/2/2025 21:01,36.899.582,27.291.161
5/2/2025 21:01,36.899.590,27.291.134
5/2/2025 21:01,36.899.601,27.291.107
5/2/2025 21:01,36.899.601,27.291.107
5/2/2025 21:01,36.899.639,27.291.039
5/2/2025 21:01,36.899.651,27.291.014
5/2/2025 21:01,36.899.658,27.290.989
5/2/2025 21:01,36.899.670,27.290.966
5/2/2025 21:01,36.899.670,27.290.966
5/2/2025 21:01,36.899.700,27.290.882
5/2/2025 21:01,36.899.712,27.290.857
5/2/2025 21:01,36.899.723,27.290.829
5/2/2025 21:01,36.899.723,27.290.829
5/2/2025 21:01,36.899.757,27.290.758
5/2/2025 21:01,36.899.773,27.290.737
5/2/2025 21:01,36.899.788,27.290.718
5/2/2025 21:01,36.899.803,27.290.693
5/2/2025 21:01,36.899.803,27.290.693
5/2/2025 21:01,36.899.845,27.290.625
5/2/2025 21:01,36.899.853,27.290.606
5/2/2025 21:01,36.899.864,27.290.588
5/2/2025 21:01,36.899.879,27.290.569
5/2/2025 21:01,36.899.879,27.290.569
5/2/2025 21:01,36.899.925,27.290.508
5/2/2025 21:01,36.899.937,27.290.487
5/2/2025 21:01,36.899.948,27.290.466
5/2/2025 21:01,36.899.967,27.290.445
5/2/2025 21:01,36.899.967,27.290.445
5/2/2025 21:01,36.899.998,27.290.419
5/2/2025 21:01,36.900.005,27.290.411
5/2/2025 21:01,36.900.005,27.290.390
5/2/2025 21:01,36.900.009,27.290.373
5/2/2025 21:01,36.900.009,27.290.373
5/2/2025 21:01,36.900.028,27.290.339
5/2/2025 21:01,36.900.036,27.290.329
5/2/2025 21:01,36.900.040,27.290.314
5/2/2025 21:01,36.900.040,27.290.298
5/2/2025 21:01,36.900.040,27.290.298
5/2/2025 21:01,36.900.059,27.290.264
5/2/2025 21:01,36.900.063,27.290.257
5/2/2025 21:01,36.900.070,27.290.253
5/2/2025 21:01,36.900.070,27.290.243
5/2/2025 21:01,36.900.070,27.290.243
5/2/2025 21:01,36.900.066,27.290.228
5/2/2025 21:01,36.900.078,27.290.222
5/2/2025 21:01,36.900.093,27.290.215
5/2/2025 21:01,36.900.093,27.290.215
5/2/2025 21:01,36.900.101,27.290.205
5/2/2025 21:01,36.900.105,27.290.203
5/2/2025 21:02,36.900.108,27.290.199
5/2/2025 21:02,36.900.108,27.290.197
5/2/2025 21:02,36.900.108,27.290.197
5/2/2025 21:02,36.900.116,27.290.201
5/2/2025 21:02,36.900.112,27.290.199
5/2/2025 21:02,36.900.112,27.290.201
5/2/2025 21:02,36.900.112,27.290.203
5/2/2025 21:02,36.900.112,27.290.203
5/2/2025 21:02,36.900.108,27.290.211
5/2/2025 21:02,36.900.112,27.290.211
5/2/2025 21:02,36.900.108,27.290.211
5/2/2025 21:02,36.900.108,27.290.211
5/2/2025 21:02,36.900.108,27.290.211
5/2/2025 21:02,36.900.105,27.290.192
5/2/2025 21:02,36.900.101,27.290.190
5/2/2025 21:02,36.900.097,27.290.188
5/2/2025 21:02,36.900.089,27.290.188
5/2/2025 21:02,36.900.089,27.290.188
5/2/2025 21:02,36.900.074,27.290.190
5/2/2025 21:02,36.900.070,27.290.194
5/2/2025 21:02,36.900.066,27.290.194
5/2/2025 21:02,36.900.066,27.290.194
5/2/2025 21:02,36.900.066,27.290.194
5/2/2025 21:02,36.900.051,27.290.195
5/2/2025 21:02,36.900.043,27.290.194
5/2/2025 21:02,36.900.032,27.290.194
5/2/2025 21:02,36.900.021,27.290.195
5/2/2025 21:02,36.900.021,27.290.195
5/2/2025 21:02,36.900.002,27.290.194
5/2/2025 21:02,36.900.005,27.290.192
5/2/2025 21:02,36.899.994,27.290.192
5/2/2025 21:02,36.899.990,27.290.192
5/2/2025 21:02,36.899.990,27.290.192
5/2/2025 21:02,36.899.967,27.290.201
5/2/2025 21:02,36.899.960,27.290.205
5/2/2025 21:02,36.899.952,27.290.209
5/2/2025 21:02,36.899.944,27.290.211
5/2/2025 21:02,36.899.944,27.290.211
5/2/2025 21:02,36.899.914,27.290.222
5/2/2025 21:02,36.899.902,27.290.224
5/2/2025 21:02,36.899.895,27.290.230
5/2/2025 21:02,36.899.895,27.290.230
5/2/2025 21:02,36.899.895,27.290.230
5/2/2025 21:02,36.899.860,27.290.247
5/2/2025 21:02,36.899.849,27.290.247
5/2/2025 21:02,36.899.834,27.290.253
5/2/2025 21:02,36.899.834,27.290.253
5/2/2025 21:02,36.899.822,27.290.279
5/2/2025 21:02,36.899.815,27.290.289
5/2/2025 21:02,36.899.815,27.290.297
5/2/2025 21:03,36.899.807,27.290.314
5/2/2025 21:03,36.899.807,27.290.314
5/2/2025 21:03,36.899.792,27.290.321
5/2/2025 21:03,36.899.784,27.290.325
5/2/2025 21:03,36.899.776,27.290.335
5/2/2025 21:03,36.899.776,27.290.342
5/2/2025 21:03,36.899.776,27.290.342
5/2/2025 21:03,36.899.761,27.290.358
5/2/2025 21:03,36.899.757,27.290.363
5/2/2025 21:03,36.899.754,27.290.367
5/2/2025 21:03,36.899.754,27.290.367
5/2/2025 21:03,36.899.754,27.290.367
5/2/2025 21:03,36.899.734,27.290.373
5/2/2025 21:03,36.899.727,27.290.379
5/2/2025 21:03,36.899.723,27.290.382
5/2/2025 21:03,36.899.719,27.290.382
5/2/2025 21:03,36.899.719,27.290.382
5/2/2025 21:03,36.899.666,27.290.411
5/2/2025 21:03,36.899.673,27.290.417
5/2/2025 21:03,36.899.670,27.290.417
5/2/2025 21:03,36.899.670,27.290.417
5/2/2025 21:03,36.899.670,27.290.417
5/2/2025 21:03,36.899.673,27.290.411
5/2/2025 21:03,36.899.677,27.290.419
5/2/2025 21:03,36.899.673,27.290.424
5/2/2025 21:03,36.899.673,27.290.424
5/2/2025 21:03,36.899.673,27.290.424
5/2/2025 21:03,36.899.658,27.290.432
5/2/2025 21:03,36.899.643,27.290.430
5/2/2025 21:03,36.899.639,27.290.434
5/2/2025 21:03,36.899.639,27.290.434
5/2/2025 21:03,36.899.620,27.290.432
5/2/2025 21:03,36.899.612,27.290.434
5/2/2025 21:03,36.899.605,27.290.436
5/2/2025 21:03,36.899.601,27.290.440
5/2/2025 21:03,36.899.601,27.290.440
5/2/2025 21:03,36.899.578,27.290.440
5/2/2025 21:03,36.899.570,27.290.442
5/2/2025 21:03,36.899.563,27.290.438
5/2/2025 21:03,36.899.551,27.290.436
5/2/2025 21:03,36.899.551,27.290.436
5/2/2025 21:03,36.899.525,27.290.440
5/2/2025 21:03,36.899.517,27.290.440
5/2/2025 21:03,36.899.509,27.290.440
5/2/2025 21:03,36.899.498,27.290.442
5/2/2025 21:03,36.899.498,27.290.442
5/2/2025 21:03,36.899.475,27.290.445
5/2/2025 21:03,36.899.464,27.290.445
5/2/2025 21:03,36.899.456,27.290.443
5/2/2025 21:03,36.899.448,27.290.443
5/2/2025 21:04,36.899.448,27.290.443
5/2/2025 21:04,36.899.422,27.290.445
5/2/2025 21:04,36.899.414,27.290.447
5/2/2025 21:04,36.899.410,27.290.451
5/2/2025 21:04,36.899.410,27.290.451
5/2/2025 21:04,36.899.410,27.290.451
5/2/2025 21:04,36.899.380,27.290.449
5/2/2025 21:04,36.899.372,27.290.451
5/2/2025 21:04,36.899.364,27.290.449
5/2/2025 21:04,36.899.364,27.290.449
5/2/2025 21:04,36.899.364,27.290.449
5/2/2025 21:04,36.899.338,27.290.443
5/2/2025 21:04,36.899.330,27.290.442
5/2/2025 21:04,36.899.323,27.290.436
5/2/2025 21:04,36.899.323,27.290.436
5/2/2025 21:04,36.899.300,27.290.438
5/2/2025 21:04,36.899.296,27.290.440
5/2/2025 21:04,36.899.288,27.290.440
5/2/2025 21:04,36.899.281,27.290.442
5/2/2025 21:04,36.899.281,27.290.442
5/2/2025 21:04,36.899.250,27.290.438
5/2/2025 21:04,36.899.242,27.290.436
5/2/2025 21:04,36.899.235,27.290.434
5/2/2025 21:04,36.899.223,27.290.434
5/2/2025 21:04,36.899.223,27.290.434
5/2/2025 21:04,36.899.189,27.290.443
5/2/2025 21:04,36.899.178,27.290.447
5/2/2025 21:04,36.899.170,27.290.447
5/2/2025 21:04,36.899.155,27.290.440
5/2/2025 21:04,36.899.155,27.290.440
5/2/2025 21:04,36.899.128,27.290.436
5/2/2025 21:04,36.899.120,27.290.436
5/2/2025 21:04,36.899.113,27.290.438
5/2/2025 21:04,36.899.105,27.290.436
5/2/2025 21:04,36.899.105,27.290.436
5/2/2025 21:04,36.899.094,27.290.436
5/2/2025 21:04,36.899.082,27.290.445
5/2/2025 21:04,36.899.071,27.290.443
5/2/2025 21:04,36.899.071,27.290.443
5/2/2025 21:04,36.899.071,27.290.443
5/2/2025 21:04,36.899.040,27.290.442
5/2/2025 21:04,36.899.033,27.290.443
5/2/2025 21:04,36.899.025,27.290.447
5/2/2025 21:04,36.899.017,27.290.449
5/2/2025 21:04,36.899.017,27.290.449
5/2/2025 21:04,36.898.991,27.290.442
5/2/2025 21:04,36.898.979,27.290.442
5/2/2025 21:04,36.898.972,27.290.438
5/2/2025 21:04,36.898.972,27.290.438
5/2/2025 21:04,36.898.972,27.290.438
5/2/2025 21:05,36.898.945,27.290.426
5/2/2025 21:05,36.898.937,27.290.424
5/2/2025 21:05,36.898.922,27.290.440
5/2/2025 21:05,36.898.922,27.290.440
5/2/2025 21:05,36.898.922,27.290.440
5/2/2025 21:05,36.898.907,27.290.428
5/2/2025 21:05,36.898.911,27.290.417
5/2/2025 21:05,36.898.907,27.290.413
5/2/2025 21:05,36.898.907,27.290.413
5/2/2025 21:05,36.898.895,27.290.405
5/2/2025 21:05,36.898.903,27.290.415
5/2/2025 21:05,36.898.907,27.290.434
5/2/2025 21:05,36.898.911,27.290.430
5/2/2025 21:05,36.898.911,27.290.430
5/2/2025 21:05,36.898.907,27.290.436
5/2/2025 21:05,36.898.907,27.290.447
5/2/2025 21:05,36.898.911,27.290.451
5/2/2025 21:05,36.898.907,27.290.451
5/2/2025 21:05,36.898.907,27.290.451
5/2/2025 21:05,36.898.872,27.290.445
5/2/2025 21:05,36.898.861,27.290.438
5/2/2025 21:05,36.898.857,27.290.440
5/2/2025 21:05,36.898.849,27.290.434
5/2/2025 21:05,36.898.849,27.290.434
5/2/2025 21:05,36.898.838,27.290.447
5/2/2025 21:05,36.898.834,27.290.449
5/2/2025 21:05,36.898.830,27.290.453
5/2/2025 21:05,36.898.823,27.290.461
5/2/2025 21:05,36.898.823,27.290.461
5/2/2025 21:05,36.898.808,27.290.480
5/2/2025 21:05,36.898.804,27.290.487
5/2/2025 21:05,36.898.800,27.290.491
5/2/2025 21:05,36.898.800,27.290.491
5/2/2025 21:05,36.898.788,27.290.504
5/2/2025 21:05,36.898.800,27.290.510
5/2/2025 21:05,36.898.796,27.290.516
5/2/2025 21:05,36.898.792,27.290.516
5/2/2025 21:05,36.898.792,27.290.516
5/2/2025 21:05,36.898.773,27.290.529
5/2/2025 21:05,36.898.769,27.290.531
5/2/2025 21:05,36.898.766,27.290.537
5/2/2025 21:05,36.898.754,27.290.545
5/2/2025 21:05,36.898.754,27.290.545
5/2/2025 21:05,36.898.735,27.290.545
5/2/2025 21:05,36.898.731,27.290.546
5/2/2025 21:05,36.898.724,27.290.548
5/2/2025 21:05,36.898.716,27.290.546
5/2/2025 21:05,36.898.716,27.290.546
5/2/2025 21:05,36.898.697,27.290.554
5/2/2025 21:06,36.898.693,27.290.556
5/2/2025 21:06,36.898.685,27.290.556
5/2/2025 21:06,36.898.685,27.290.552
5/2/2025 21:06,36.898.685,27.290.552
5/2/2025 21:06,36.898.666,27.290.550
5/2/2025 21:06,36.898.663,27.290.546
5/2/2025 21:06,36.898.663,27.290.546
5/2/2025 21:06,36.898.655,27.290.545
5/2/2025 21:06,36.898.655,27.290.545
5/2/2025 21:06,36.898.647,27.290.552
5/2/2025 21:06,36.898.643,27.290.552
5/2/2025 21:06,36.898.640,27.290.554
5/2/2025 21:06,36.898.640,27.290.554
5/2/2025 21:06,36.898.636,27.290.562
5/2/2025 21:06,36.898.628,27.290.564
5/2/2025 21:06,36.898.628,27.290.565
5/2/2025 21:06,36.898.621,27.290.556
5/2/2025 21:06,36.898.621,27.290.556
5/2/2025 21:06,36.898.602,27.290.552
5/2/2025 21:06,36.898.598,27.290.562
5/2/2025 21:06,36.898.598,27.290.560
5/2/2025 21:06,36.898.598,27.290.556
5/2/2025 21:06,36.898.598,27.290.556
5/2/2025 21:06,36.898.586,27.290.554
5/2/2025 21:06,36.898.586,27.290.546
5/2/2025 21:06,36.898.586,27.290.546
5/2/2025 21:06,36.898.575,27.290.516
5/2/2025 21:06,36.898.575,27.290.516
5/2/2025 21:06,36.898.571,27.290.514
